"Type","Subpopulation","Indicator","Statistic","NResp","Estimate","StdError","LCB95Pct","UCB95Pct"
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","50Pct",8,0,"",0,0
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","75Pct",8,0,"",0,0.0197783565331034
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","90Pct",9,0.0156823231483304,"",0,0.13
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","95Pct",9,0.0179523139578483,"",0,0.13
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","Mean",11,0.00296025828313126,"0.00217829230642933",-0.00130911618527091,0.00722963275153342
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","Variance",11,0.000119858184617766,"8.66323892951362e-05",0,0.000289654547530886
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","Std. Deviation",11,0.010947976279558,"0.00395654809085106",0.00319328451838925,0.0187026680407268
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","5Pct",98,0,"",0,0
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","10Pct",98,0,"",0,0
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","25Pct",98,0,"",0,0
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","50Pct",98,0,"",0,0
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","75Pct",98,0,"",0,0
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","90Pct",100,0.0472716462801794,"",0,0.266588817757534
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","95Pct",110,0.256404523103081,"",0.092325747117751,0.973931983901702
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","Mean",120,0.0318420000414515,"0.0111594995158841",0.00996978290482637,0.0537142171780765
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","Variance",120,0.0148719541887281,"0.00736403403651195",0.000438712696237546,0.0293051956812186
"WSA9_by_Lake_Origin","UMW_NATURAL","vert","Std. Deviation",120,0.121950621928419,"0.0301926874995128",0.0627740418329008,0.181127202023936
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","5Pct",27,0,"",0,0
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","10Pct",27,0,"",0,0
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","25Pct",27,0,"",0,0.614717673997733
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","50Pct",30,0.646397863459384,"",0,1.49713124869533
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","75Pct",53,2.1480338110308,"",1.49209948102594,3.64480531687622
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","90Pct",69,4.56153461811017,"",2.95612797688435,23.0919989478276
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","95Pct",73,14.6312062183228,"",4.53454191590848,45
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","Mean",76,2.78053104619223,"0.871422522048031",1.07257428766102,4.48848780472343
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","Variance",76,50.771827856405,"30.1004835854927",0,109.76769160121
"WSA9_by_Lake_Origin","WMT_MAN_MADE","vert","Std. Deviation",76,7.12543527487304,"2.11218560160376",2.98562756706561,11.2652429826805
